Time [ms];;;;IR RAW;RED RAW
19;10;30,17;0,011;47323;47475
19;10;30,182;0,012;47335;47472
19;10;30,194;0,012;47352;47464
19;10;30,206;0,012;47360;47518
19;10;30,218;0,012;47388;47499
19;10;30,228;0,01;47403;47503
19;10;30,241;0,013;47425;47514
19;10;30,253;0,012;47439;47529
19;10;30,265;0,012;47445;47509
19;10;30,276;0,011;47466;47520
19;10;30,288;0,012;47469;47530
19;10;30,3;0,012;47482;47528
19;10;30,312;0,012;47475;47531
19;10;30,322;0,01;47497;47544
19;10;30,335;0,013;47489;47566
19;10;30,347;0,012;47516;47550
19;10;30,358;0,011;47511;47556
19;10;30,369;0,011;47514;47551
19;10;30,382;0,013;47525;47560
19;10;30,393;0,011;47539;47550
19;10;30,405;0,012;47526;47571
19;10;30,417;0,012;47541;47574
19;10;30,429;0,012;47550;47576
19;10;30,44;0,011;47557;47572
19;10;30,452;0,012;47595;47591
19;10;30,464;0,012;47596;47585
19;10;30,476;0,012;47609;47585
19;10;30,488;0,012;47626;47606
19;10;30,499;0,011;47651;47603
19;10;30,511;0,012;47660;47596
19;10;30,522;0,011;47702;47630
19;10;30,535;0,013;47700;47654
19;10;30,545;0,01;47718;47644
19;10;30,557;0,012;47710;47620
19;10;30,569;0,012;47689;47643
19;10;30,581;0,012;47642;47588
19;10;30,593;0,012;47456;47528
19;10;30,605;0,012;47392;47483
19;10;30,616;0,011;47342;47442
19;10;30,628;0,012;47298;47434
19;10;30,64;0,012;47277;47415
19;10;30,652;0,012;47252;47441
19;10;30,664;0,012;47259;47426
19;10;30,675;0,011;47269;47428
19;10;30,688;0,013;47273;47438
19;10;30,7;0,012;47286;47446
19;10;30,711;0,011;47294;47450
19;10;30,722;0,011;47321;47443
19;10;30,735;0,013;47340;47468
19;10;30,746;0,011;47367;47471
19;10;30,758;0,012;47356;47459
19;10;30,769;0,011;47374;47500
19;10;30,782;0,013;47385;47494
19;10;30,793;0,011;47402;47506
19;10;30,805;0,012;47432;47520
19;10;30,816;0,011;47440;47508
19;10;30,828;0,012;47437;47505
19;10;30,84;0,012;47432;47500
19;10;30,852;0,012;47405;47471
19;10;30,863;0,011;47390;47483
19;10;30,874;0,011;47367;47474
19;10;30,887;0,013;47378;47480
19;10;30,899;0,012;47381;47488
19;10;30,91;0,011;47360;47467
19;10;30,923;0,013;47375;47473
19;10;30,934;0,011;47413;47501
19;10;30,946;0,012;47420;47509
19;10;30,956;0,01;47418;47521
19;10;30,968;0,012;47446;47516
19;10;30,981;0,013;47476;47521
19;10;30,993;0,012;47475;47525
19;10;31,05;0,057;47502;47555
19;10;31,15;0,1;47509;47574
19;10;31,27;0,12;47525;47567
19;10;31,39;0,12;47545;47570
19;10;31,51;0,12;47567;47568
19;10;31,63;0,12;47576;47587
19;10;31,75;0,12;47608;47598
19;10;31,87;0,12;47629;47606
19;10;31,98;0,11;47621;47595
19;10;31,109;-0,871;47645;47596
19;10;31,122;0,013;47629;47598
19;10;31,134;0,012;47628;47633
19;10;31,145;0,011;47643;47621
19;10;31,156;0,011;47646;47626
19;10;31,169;0,013;47642;47613
19;10;31,181;0,012;47660;47617
19;10;31,192;0,011;47664;47622
19;10;31,204;0,012;47654;47629
19;10;31,215;0,011;47687;47619
19;10;31,227;0,012;47702;47639
19;10;31,239;0,012;47712;47650
19;10;31,25;0,011;47723;47666
19;10;31,263;0,013;47738;47659
19;10;31,273;0,01;47786;47692
19;10;31,286;0,013;47774;47680
19;10;31,298;0,012;47795;47672
19;10;31,309;0,011;47797;47679
19;10;31,321;0,012;47834;47707
19;10;31,333;0,012;47833;47718
19;10;31,344;0,011;47756;47638
19;10;31,356;0,012;47647;47596
19;10;31,368;0,012;47520;47534
19;10;31,38;0,012;47437;47474
19;10;31,39;0,01;47360;47450
19;10;31,403;0,013;47324;47455
19;10;31,415;0,012;47277;47428
19;10;31,427;0,012;47267;47429
19;10;31,439;0,012;47260;47414
19;10;31,45;0,011;47269;47417
19;10;31,463;0,013;47262;47424
19;10;31,474;0,011;47287;47417
19;10;31,486;0,012;47287;47433
19;10;31,497;0,011;47290;47448
19;10;31,509;0,012;47322;47439
19;10;31,521;0,012;47300;47447
19;10;31,533;0,012;47319;47433
19;10;31,544;0,011;47318;47440
19;10;31,556;0,012;47326;47442
19;10;31,568;0,012;47328;47461
19;10;31,58;0,012;47345;47470
19;10;31,591;0,011;47359;47451
19;10;31,603;0,012;47373;47474
19;10;31,615;0,012;47377;47481
19;10;31,627;0,012;47364;47474
19;10;31,639;0,012;47357;47491
19;10;31,65;0,011;47361;47489
19;10;31,662;0,012;47348;47453
19;10;31,673;0,011;47352;47455
19;10;31,685;0,012;47343;47462
19;10;31,698;0,013;47355;47481
19;10;31,708;0,01;47352;47464
19;10;31,721;0,013;47353;47471
19;10;31,733;0,012;47362;47477
19;10;31,744;0,011;47381;47491
19;10;31,756;0,012;47404;47499
19;10;31,767;0,011;47430;47502
19;10;31,779;0,012;47448;47505
19;10;31,79;0,011;47445;47512
19;10;31,803;0,013;47460;47527
19;10;31,814;0,011;47471;47517
19;10;31,826;0,012;47486;47522
19;10;31,837;0,011;47495;47538
19;10;31,85;0,013;47505;47529
19;10;31,861;0,011;47540;47546
19;10;31,873;0,012;47525;47561
19;10;31,884;0,011;47545;47566
19;10;31,896;0,012;47559;47558
19;10;31,908;0,012;47559;47564
19;10;31,92;0,012;47576;47582
19;10;31,932;0,012;47576;47569
19;10;31,943;0,011;47582;47581
19;10;31,955;0,012;47589;47577
19;10;31,967;0,012;47600;47610
19;10;31,979;0,012;47607;47597
19;10;31,99;0,011;47602;47603
19;10;1,02;-30,97;47604;47596
19;10;32,14;31,12;47605;47587
19;10;32,25;0,11;47608;47609
19;10;32,37;0,12;47654;47631
19;10;32,49;0,12;47670;47627
19;10;32,61;0,12;47667;47634
19;10;32,73;0,12;47688;47612
19;10;32,84;0,11;47702;47646
19;10;32,95;0,11;47710;47647
19;10;32,108;-0,842;47763;47686
19;10;32,12;0,012;47749;47676
19;10;32,132;0,012;47767;47667
19;10;32,143;0,011;47740;47658
19;10;32,155;0,012;47680;47608
19;10;32,167;0,012;47477;47505
19;10;32,178;0,011;47395;47452
19;10;32,19;0,012;47337;47453
19;10;32,202;0,012;47295;47415
19;10;32,213;0,011;47279;47423
19;10;32,225;0,012;47232;47404
19;10;32,238;0,013;47246;47422
19;10;32,25;0,012;47240;47417
19;10;32,261;0,011;47259;47409
19;10;32,273;0,012;47229;47403
19;10;32,284;0,011;47237;47453
19;10;32,297;0,013;47256;47437
19;10;32,308;0,011;47258;47435
19;10;32,319;0,011;47265;47435
19;10;32,331;0,012;47269;47446
19;10;32,343;0,012;47262;47454
19;10;32,355;0,012;47266;47442
19;10;32,367;0,012;47280;47432
19;10;32,378;0,011;47308;47442
19;10;32,39;0,012;47317;47451
19;10;32,402;0,012;47330;47444
19;10;32,414;0,012;47325;47460
19;10;32,425;0,011;47332;47469
19;10;32,437;0,012;47339;47457
19;10;32,449;0,012;47313;47465
19;10;32,461;0,012;47310;47475
19;10;32,471;0,01;47295;47444
19;10;32,483;0,012;47309;47455
19;10;32,496;0,013;47309;47462
19;10;32,507;0,011;47329;47434
19;10;32,519;0,012;47352;47464
19;10;32,53;0,011;47334;47446
19;10;32,542;0,012;47351;47460
19;10;32,554;0,012;47368;47477
19;10;32,566;0,012;47361;47484
19;10;32,577;0,011;47395;47500
19;10;32,59;0,013;47424;47514
19;10;32,601;0,011;47433;47508
19;10;32,613;0,012;47439;47523
19;10;32,624;0,011;47453;47511
19;10;32,637;0,013;47455;47519
19;10;32,648;0,011;47481;47554
19;10;32,66;0,012;47494;47537
19;10;32,672;0,012;47492;47542
19;10;32,684;0,012;47505;47544
19;10;32,695;0,011;47530;47540
19;10;32,707;0,012;47539;47561
19;10;32,718;0,011;47530;47574
19;10;32,73;0,012;47533;47567
19;10;32,742;0,012;47545;47550
19;10;32,753;0,011;47554;47560
19;10;32,765;0,012;47550;47556
19;10;32,777;0,012;47567;47558
19;10;32,789;0,012;47585;47560
19;10;32,801;0,012;47583;47581
19;10;32,812;0,011;47583;47602
19;10;32,824;0,012;47587;47575
19;10;32,836;0,012;47594;47584
19;10;32,847;0,011;47594;47621
19;10;32,859;0,012;47619;47597
19;10;32,871;0,012;47636;47600
19;10;32,883;0,012;47658;47620
19;10;32,894;0,011;47686;47631
19;10;32,906;0,012;47692;47613
19;10;32,918;0,012;47720;47627
19;10;32,929;0,011;47746;47652
19;10;32,942;0,013;47757;47650
19;10;32,952;0,01;47781;47673
19;10;32,965;0,013;47788;47694
19;10;32,976;0,011;47804;47679
19;10;32,989;0,013;47792;47661
19;10;33,01;0,021;47693;47600
19;10;33,11;0,1;47560;47547
19;10;33,24;0,13;47448;47498
19;10;33,36;0,12;47382;47454
19;10;33,47;0,11;47331;47449
19;10;33,59;0,12;47265;47419
19;10;33,71;0,12;47249;47418
19;10;33,83;0,12;47245;47417
19;10;33,94;0,11;47242;47402
19;10;33,107;-0,833;47252;47429
19;10;33,118;0,011;47253;47422
19;10;33,129;0,011;47284;47442
19;10;33,142;0,013;47301;47439
19;10;33,154;0,012;47296;47431
19;10;33,165;0,011;47310;47431
19;10;33,176;0,011;47305;47441
19;10;33,189;0,013;47304;47451
19;10;33,201;0,012;47347;47460
19;10;33,211;0,01;47359;47467
19;10;33,224;0,013;47379;47477
19;10;33,236;0,012;47380;47488
19;10;33,248;0,012;47381;47486
19;10;33,258;0,01;47397;47480
19;10;33,271;0,013;47386;47458
19;10;33,283;0,012;47372;47455
19;10;33,294;0,011;47369;47457
19;10;33,306;0,012;47350;47455
19;10;33,318;0,012;47342;47443
19;10;33,329;0,011;47348;47442
19;10;33,341;0,012;47348;47457
19;10;33,353;0,012;47350;47455
19;10;33,365;0,012;47368;47461
19;10;33,376;0,011;47379;47457
19;10;33,388;0,012;47375;47472
19;10;33,399;0,011;47417;47500
19;10;33,411;0,012;47428;47504
19;10;33,423;0,012;47436;47503
19;10;33,435;0,012;47454;47499
19;10;33,447;0,012;47483;47530
19;10;33,458;0,011;47487;47518
19;10;33,471;0,013;47518;47532
19;10;33,482;0,011;47516;47537
19;10;33,494;0,012;47540;47544
19;10;33,505;0,011;47535;47556
19;10;33,517;0,012;47546;47566
19;10;33,528;0,011;47576;47568
19;10;33,54;0,012;47574;47579
19;10;33,552;0,012;47599;47574
19;10;33,564;0,012;47593;47583
19;10;33,576;0,012;47606;47585
19;10;33,588;0,012;47629;47589
19;10;33,599;0,011;47615;47579
19;10;33,61;0,011;47626;47581
19;10;33,623;0,013;47640;47603
19;10;33,635;0,012;47651;47601
19;10;33,646;0,011;47649;47609
19;10;33,658;0,012;47660;47584
19;10;33,67;0,012;47659;47626
19;10;33,682;0,012;47687;47617
19;10;33,693;0,011;47689;47608
19;10;33,704;0,011;47715;47617
19;10;33,717;0,013;47732;47656
19;10;33,728;0,011;47742;47645
19;10;33,74;0,012;47769;47643
19;10;33,752;0,012;47799;47666
19;10;33,764;0,012;47817;47662
19;10;33,775;0,011;47841;47672
19;10;33,787;0,012;47831;47698
19;10;33,799;0,012;47858;47682
19;10;33,81;0,011;47852;47680
19;10;33,822;0,012;47747;47626
19;10;33,834;0,012;47672;47584
19;10;33,845;0,011;47532;47511
19;10;33,857;0,012;47456;47473
19;10;33,869;0,012;47373;47424
19;10;33,881;0,012;47332;47424
19;10;33,893;0,012;47319;47426
19;10;33,905;0,012;47308;47428
19;10;33,917;0,012;47308;47419
19;10;33,928;0,011;47326;47427
19;10;33,941;0,013;47344;47438
19;10;33,952;0,011;47362;47447
19;10;33,963;0,011;47366;47479
19;10;33,976;0,013;47407;47471
19;10;33,987;0,011;47406;47466
19;10;33,999;0,012;47423;47477
19;10;34,11;0,111;47426;47490
19;10;34,22;0,11;47448;47505
19;10;34,34;0,12;47472;47520
19;10;34,45;0,11;47511;47503
19;10;34,57;0,12;47502;47522
19;10;34,69;0,12;47517;47515
19;10;34,8;0,11;47507;47512
19;10;34,92;0,12;47480;47494
19;10;34,104;-0,816;47460;47481
19;10;34,116;0,012;47442;47474
19;10;34,128;0,012;47436;47501
19;10;34,14;0,012;47440;47487
19;10;34,151;0,011;47433;47496
19;10;34,163;0,012;47425;47501
19;10;34,175;0,012;47435;47499
19;10;34,187;0,012;47439;47513
19;10;34,198;0,011;47453;47499
19;10;34,21;0,012;47470;47511
19;10;34,222;0,012;47506;47535
19;10;34,234;0,012;47527;47553
19;10;34,245;0,011;47550;47551
19;10;34,257;0,012;47548;47548
19;10;34,269;0,012;47566;47571
19;10;34,28;0,011;47553;47559
19;10;34,293;0,013;47614;47582
19;10;34,303;0,01;47592;47574
19;10;34,315;0,012;47609;47584
19;10;34,327;0,012;47609;47564
19;10;34,339;0,012;47626;47582
19;10;34,351;0,012;47634;47575
19;10;34,362;0,011;47648;47600
19;10;34,374;0,012;47661;47596
19;10;34,386;0,012;47673;47609
19;10;34,397;0,011;47675;47609
19;10;34,409;0,012;47677;47608
19;10;34,421;0,012;47697;47618
19;10;34,433;0,012;47706;47613
19;10;34,445;0,012;47711;47642
19;10;34,456;0,011;47722;47639
19;10;34,468;0,012;47718;47632
19;10;34,48;0,012;47744;47621
19;10;34,491;0,011;47741;47635
19;10;34,503;0,012;47766;47665
19;10;34,515;0,012;47779;47654
19;10;34,527;0,012;47795;47659
19;10;34,539;0,012;47813;47685
19;10;34,55;0,011;47801;47668
19;10;34,562;0,012;47826;47654
19;10;34,574;0,012;47767;47642
19;10;34,586;0,012;47708;47606
19;10;34,597;0,011;47586;47539
19;10;34,609;0,012;47494;47518
19;10;34,621;0,012;47418;47448
19;10;34,632;0,011;47385;47446
19;10;34,644;0,012;47349;47442
19;10;34,656;0,012;47326;47437
19;10;34,669;0,013;47311;47438
19;10;34,68;0,011;47339;47442
19;10;34,691;0,011;47343;47447
19;10;34,703;0,012;47372;47471
19;10;34,715;0,012;47409;47456
19;10;34,727;0,012;47410;47466
19;10;34,739;0,012;47423;47479
19;10;34,75;0,011;47439;47487
19;10;34,762;0,012;47476;47496
19;10;34,774;0,012;47509;47533
19;10;34,786;0,012;47528;47547
19;10;34,797;0,011;47541;47554
19;10;34,809;0,012;47564;47555
19;10;34,821;0,012;47549;47537
19;10;34,833;0,012;47540;47538
19;10;34,843;0,01;47503;47530
19;10;34,856;0,013;47498;47518
19;10;34,868;0,012;47486;47489
19;10;34,88;0,012;47476;47490
19;10;34,891;0,011;47465;47483
19;10;34,903;0,012;47463;47488
19;10;34,914;0,011;47467;47504
19;10;34,926;0,012;47482;47504
19;10;34,938;0,012;47469;47505
19;10;34,95;0,012;47474;47506
19;10;34,962;0,012;47506;47515
19;10;34,973;0,011;47513;47542
19;10;34,985;0,012;47542;47521
19;10;34,996;0,011;47554;47556
19;10;35,09;0,094;47575;47546
19;10;35,2;0,11;47591;47579
19;10;35,31;0,11;47598;47562
19;10;35,43;0,12;47621;47579
19;10;35,56;0,13;47654;47572
19;10;35,67;0,11;47663;47588
19;10;35,79;0,12;47658;47591
19;10;35,91;0,12;47696;47579
19;10;35,103;-0,807;47682;47580
19;10;35,114;0,011;47712;47605
19;10;35,126;0,012;47711;47615
19;10;35,138;0,012;47710;47620
19;10;35,149;0,011;47713;47620
19;10;35,161;0,012;47748;47610
19;10;35,173;0,012;47755;47603
19;10;35,184;0,011;47781;47651
19;10;35,196;0,012;47778;47640
19;10;35,208;0,012;47786;47656
19;10;35,22;0,012;47772;47643
19;10;35,231;0,011;47792;47669
19;10;35,244;0,013;47805;47654
19;10;35,255;0,011;47826;47666
19;10;35,266;0,011;47826;47695
19;10;35,278;0,012;47801;47665
19;10;35,29;0,012;47763;47633
19;10;35,302;0,012;47700;47604
19;10;35,314;0,012;47583;47550
19;10;35,325;0,011;47415;47458
19;10;35,337;0,012;47386;47441
19;10;35,348;0,011;47350;47436
19;10;35,361;0,013;47317;47416
19;10;35,373;0,012;47294;47419
19;10;35,384;0,011;47306;47438
19;10;35,397;0,013;47289;47430
19;10;35,408;0,011;47306;47431
19;10;35,42;0,012;47302;47423
19;10;35,431;0,011;47302;47409
19;10;35,443;0,012;47317;47416
19;10;35,455;0,012;47333;47416
19;10;35,466;0,011;47339;47446
19;10;35,479;0,013;47358;47445
19;10;35,491;0,012;47337;47431
19;10;35,501;0,01;47338;47452
19;10;35,514;0,013;47374;47441
19;10;35,525;0,011;47370;47464
19;10;35,537;0,012;47387;47457
19;10;35,548;0,011;47398;47458
19;10;35,56;0,012;47400;47461
19;10;35,572;0,012;47386;47437
19;10;35,584;0,012;47379;47441
19;10;35,596;0,012;47340;47427
19;10;35,608;0,012;47358;47438
19;10;35,619;0,011;47346;47429
19;10;35,631;0,012;47338;47456
19;10;35,643;0,012;47374;47436
19;10;35,655;0,012;47368;47459
19;10;35,665;0,01;47372;47463
19;10;35,678;0,013;47385;47451
19;10;35,69;0,012;47412;47466
19;10;35,702;0,012;47412;47483
19;10;35,713;0,011;47448;47479
19;10;35,725;0,012;47460;47481
19;10;35,736;0,011;47455;47504
19;10;35,748;0,012;47477;47495
19;10;35,76;0,012;47494;47495
19;10;35,772;0,012;47503;47515
19;10;35,784;0,012;47496;47515
19;10;35,796;0,012;47511;47512
19;10;35,806;0,01;47514;47492
19;10;35,818;0,012;47520;47519
19;10;35,831;0,013;47524;47514
19;10;35,843;0,012;47533;47536
19;10;35,854;0,011;47539;47529
19;10;35,865;0,011;47543;47521
19;10;35,878;0,013;47555;47521
19;10;35,889;0,011;47575;47545
19;10;35,901;0,012;47581;47543
19;10;35,913;0,012;47578;47532
19;10;35,925;0,012;47603;47539
19;10;35,936;0,011;47597;47553
19;10;35,947;0,011;47625;47565
19;10;35,959;0,012;47630;47581
19;10;35,972;0,013;47634;47582
19;10;35,982;0,01;47666;47573
19;10;35,995;0,013;47665;47582
19;10;36,06;0,065;47602;47558
19;10;36,18;0,12;47521;47501
19;10;36,3;0,12;47452;47442
19;10;36,42;0,12;47362;47397
19;10;36,53;0,11;47298;47385
19;10;36,65;0,12;47233;47357
19;10;36,77;0,12;47196;47348
19;10;36,89;0,12;47185;47333
19;10;36,101;-0,789;47173;47339
19;10;36,113;0,012;47155;47348
19;10;36,125;0,012;47163;47330
19;10;36,136;0,011;47168;47333
19;10;36,147;0,011;47192;47323
19;10;36,16;0,013;47180;47331
19;10;36,171;0,011;47171;47329
19;10;36,182;0,011;47192;47338
19;10;36,195;0,013;47191;47354
19;10;36,207;0,012;47204;47351
19;10;36,218;0,011;47201;47348
19;10;36,23;0,012;47214;47366
19;10;36,242;0,012;47247;47381
19;10;36,254;0,012;47262;47387
19;10;36,265;0,011;47273;47390
19;10;36,277;0,012;47247;47404
19;10;36,289;0,012;47247;47365
19;10;36,3;0,011;47248;47355
19;10;36,313;0,013;47214;47386
19;10;36,324;0,011;47223;47332
19;10;36,335;0,011;47226;47354
19;10;36,348;0,013;47203;47340
19;10;36,36;0,012;47218;47351
19;10;36,37;0,01;47207;47359
19;10;36,382;0,012;47219;47357
19;10;36,394;0,012;47225;47367
19;10;36,405;0,011;47237;47373
19;10;36,417;0,012;47252;47388
19;10;36,429;0,012;47273;47398
19;10;36,442;0,013;47303;47387
19;10;36,453;0,011;47294;47421
19;10;36,465;0,012;47306;47409
19;10;36,477;0,012;47310;47407
19;10;36,488;0,011;47330;47426
19;10;36,5;0,012;47339;47419
19;10;36,512;0,012;47354;47405
19;10;36,523;0,011;47357;47415
19;10;36,535;0,012;47367;47419
19;10;36,546;0,011;47389;47422
19;10;36,559;0,013;47402;47423
19;10;36,57;0,011;47405;47431
19;10;36,581;0,011;47413;47450
19;10;36,593;0,012;47417;47420
19;10;36,605;0,012;47426;47448
19;10;36,617;0,012;47418;47442
19;10;36,628;0,011;47440;47440
19;10;36,641;0,013;47443;47451
19;10;36,653;0,012;47454;47463
19;10;36,664;0,011;47466;47466
19;10;36,675;0,011;47468;47460
19;10;36,688;0,013;47501;47479
19;10;36,699;0,011;47535;47502
19;10;36,711;0,012;47546;47493
19;10;36,723;0,012;47557;47487
19;10;36,734;0,011;47550;47510
19;10;36,747;0,013;47571;47521
19;10;36,758;0,011;47591;47528
19;10;36,769;0,011;47591;47505
19;10;36,782;0,013;47559;47476
19;10;36,794;0,012;47480;47439
19;10;36,805;0,011;47397;47403
19;10;36,816;0,011;47306;47352
19;10;36,829;0,013;47262;47325
19;10;36,841;0,012;47156;47292
19;10;36,852;0,011;47132;47281
19;10;36,863;0,011;47099;47256
19;10;36,876;0,013;47098;47263
19;10;36,888;0,012;47082;47277
19;10;36,9;0,012;47102;47264
19;10;36,911;0,011;47097;47276
19;10;36,923;0,012;47107;47279
19;10;36,935;0,012;47114;47280
19;10;36,947;0,012;47118;47290
;;;0,011742582;;
